customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
159A-B,Male,1,No,Yes,62,No,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),82.88087693174128,5135.109510889081,No
160A-B,Female,1,No,No,9,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.52893457978614,760.222873515627,Yes
161A-B,Female,0,Yes,Yes,68,No,Yes,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Electronic check,81.29197863891287,5535.329186418503,No
162A-B,Male,0,No,Yes,59,Yes,No,DSL,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,71.49112035953729,4231.18466801624,No
163A-B,Female,0,Yes,No,48,No,No phone service,DSL,No,No internet service,Yes,No,Yes,No,Two year,Yes,Mailed check,67.13105932167284,3231.2618541134316,No
164A-B,Female,0,No,Yes,66,Yes,No phone service,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),29.78097923113794,1958.6910364918153,No
165A-B,Female,0,No,Yes,1,No,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,48.61286548492344,45.03332999656916,Yes
166A-B,Female,0,No,Yes,30,No,No,No,No,No,No internet service,No internet service,No,No,Two year,No,Mailed check,87.2338934621146,2603.849111860269,No
167A-B,Male,0,Yes,No,7,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,94.50742668303818,674.575456647062,Yes
168A-B,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,109.2068184233711,5015.181542617143,No
169A-B,Female,1,No,No,48,No,Yes,No,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,83.47186467161889,4005.1611647403847,No
170A-B,Female,0,Yes,Yes,28,No,No,DSL,No,No internet service,No,No,No internet service,No,Two year,No,Electronic check,50.05054818087545,1410.7807519131445,No
171A-B,Female,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),83.21231218381101,1157.0887000581902,Yes
172A-B,Male,0,No,Yes,39,No,No,No,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,84.43383627305718,3279.8180196784556,Yes
173A-B,Female,0,Yes,Yes,34,No,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),70.54774997999633,2391.327492826826,No
174A-B,Female,0,Yes,No,58,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,64.4101388257181,3726.444186034655,No
175A-B,Male,0,No,Yes,7,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,41.72745947366789,299.2610339938794,No
176A-B,Female,0,Yes,No,1,No,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Electronic check,22.89167075336699,21.347196085833854,Yes
177A-B,Male,1,No,No,11,No,No,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),117.24603784379735,1292.5109639582279,Yes
178A-B,Female,0,No,Yes,11,No,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,106.71141620130919,1184.9505755224984,No
179A-B,Male,0,No,Yes,33,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),32.87107445358563,1071.7762690445743,No
180A-B,Female,0,Yes,Yes,66,No,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,Two year,No,Mailed check,102.95099428033697,6801.217978901783,No
181A-B,Male,0,Yes,Yes,1,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,75.73165021147649,90.15425137242663,Yes
182A-B,Male,0,Yes,No,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,106.50110132578799,427.4485935093941,Yes
183A-B,Female,0,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),86.0282197826554,598.7045983355841,Yes
184A-B,Female,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),21.26544819260914,782.5636361788734,No
185A-B,Male,0,No,No,27,No,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),56.721716842737045,1528.2208553979801,No
186A-B,Male,1,No,No,48,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,106.32678498747195,5101.102137544589,No
187A-B,Female,0,Yes,No,33,No,Yes,No,Yes,No,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),70.53003584920667,2326.0612657348993,No
188A-B,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),32.672392342291054,1945.4412158975222,No
189A-B,Male,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,86.12057856346611,264.44569120970124,Yes
190A-B,Male,0,No,No,2,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),94.83519239408523,187.61856006524098,Yes
191A-B,Male,0,No,No,49,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,59.89101787941588,2949.2590013417075,No
192A-B,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.49357954636835,796.8385039777887,No
193A-B,Female,1,Yes,Yes,5,No,No,No,No,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,117.0129060555785,580.9869292858529,Yes
194A-B,Male,1,Yes,No,3,No,Yes,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,71.25661081186583,197.57126404973476,Yes
195A-B,Male,0,No,No,50,No,No phone service,DSL,No,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),73.09948016397345,3654.4232439903017,No
196A-B,Male,0,No,Yes,4,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,96.29027405853469,383.0189448187196,Yes
197A-B,Female,1,Yes,Yes,48,No,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,55.761342237159546,2674.0734065977695,No
198A-B,Female,0,No,Yes,13,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),72.21753943132258,939.5723910306999,No
199A-B,Female,0,No,No,20,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),80.86528381300042,1606.877562436797,No
200A-B,Female,0,No,Yes,50,No,No,DSL,No internet service,No,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,108.17800852897848,5408.386202090298,No
201A-B,Female,0,Yes,Yes,56,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Two year,No,Electronic check,49.506884651680565,2762.811000571288,Yes
202A-B,Female,0,Yes,Yes,64,No,No phone service,No,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),47.0063685168375,3021.911674060271,No
203A-B,Male,0,No,No,12,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),66.7869833102352,803.0850908406517,No
204A-B,Female,1,No,No,8,No,No,No,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,89.7775940692733,697.2087277141248,Yes
205A-B,Male,0,No,Yes,22,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Two year,Yes,Electronic check,22.981975333945233,494.440703209073,No
206A-B,Female,0,No,Yes,62,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,35.89600525364271,2218.027415350884,No
207A-B,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.22779464901507,590.6821458428481,Yes
208A-B,Female,0,Yes,Yes,51,No,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,93.76045915858032,4771.70293096381,No
209A-B,Male,0,Yes,No,10,No,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Electronic check,63.987513006758846,642.4792090728565,Yes
210A-B,Male,0,No,No,41,No,Yes,DSL,No internet service,Yes,No,No,No,No internet service,Two year,No,Bank transfer (automatic),85.73171416170737,3509.780150774819,No
211A-B,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),22.06832533000582,37.284658035849986,Yes
212A-B,Female,0,No,Yes,63,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,62.915005347898855,3963.8150688342453,No
213A-B,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,28.113825823921243,162.84187957131397,Yes
214A-B,Female,0,No,No,9,No,No,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.03102524298913,614.6731774791646,Yes
215A-B,Male,0,No,Yes,8,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),103.56339629274429,821.8542017561538,Yes
216A-B,Female,0,No,No,66,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),97.78879394985653,6452.357036695964,No
217A-B,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,112.31203054793602,1121.2709755333772,Yes
218A-B,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),80.78396928290604,1531.756004769665,Yes
219A-B,Male,1,No,Yes,1,No,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,108.28532669371528,125.20166259441886,Yes
220A-B,Male,1,Yes,Yes,50,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,39.207365037132334,1960.8348293577874,Yes
221A-B,Female,0,No,No,10,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.71127628125193,653.3762649459296,Yes
222A-B,Female,0,Yes,Yes,14,Yes,No phone service,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,114.90006735149892,1586.6185597707179,Yes
223A-B,Male,1,No,Yes,26,Yes,No,DSL,No internet service,No,No,Yes,Yes,No internet service,One year,No,Mailed check,95.34651879166442,2467.616862075575,No
224A-B,Male,0,Yes,No,59,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,81.77132755607155,4825.816166738969,Yes
225A-B,Male,1,No,Yes,57,No,No phone service,DSL,No,Yes,No internet service,No,No,No,Two year,Yes,Credit card (automatic),54.491062842904746,3101.159802508812,No
226A-B,Female,0,Yes,No,10,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.216731744377363,308.3716489268314,Yes
227A-B,Male,0,Yes,No,51,No,No,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),67.72654667688192,3450.471445911678,No
228A-B,Female,0,No,No,9,No,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,51.969894313828334,466.3334758496431,Yes
229A-B,Female,0,No,Yes,19,No,Yes,No,Yes,No,Yes,No internet service,No,No,One year,Yes,Electronic check,53.67093026394426,1016.1982154528159,No
230A-B,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No,Yes,No,Yes,One year,No,Electronic check,22.144026431850673,1211.7166216411981,No
231A-B,Female,0,No,No,9,No,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),105.70049035304044,949.6644850341451,Yes
232A-B,Female,1,No,No,56,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,106.89598308604147,5993.120264416398,No
233A-B,Male,0,No,Yes,4,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),34.17395577159421,129.5762784195632,Yes
234A-B,Male,0,No,No,11,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),99.69654757799502,1083.2784860584825,Yes
235A-B,Female,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.24994202462064,2197.4139201438716,No
236A-B,Male,0,Yes,No,12,No,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.48577875016837,474.94122718503417,No
237A-B,Male,0,Yes,No,7,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,77.4196654101826,536.627452408483,No
238A-B,Male,0,No,Yes,6,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,109.72127653715509,656.5231808871351,Yes
239A-B,Female,1,No,Yes,14,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,51.604517906878726,718.2410930968642,Yes
240A-B,Male,0,No,No,56,No,Yes,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),75.96400875939702,4251.886823521406,No
241A-B,Male,0,No,Yes,55,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),108.45688985085462,5959.591072782784,No
242A-B,Male,0,No,No,44,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,102.31227276591058,4486.879466054367,No
243A-B,Male,0,No,No,14,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,110.74924054976016,1545.3921910090758,No
244A-B,Female,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,111.60889919844743,780.7873930756363,Yes
245A-B,Female,1,No,No,29,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),110.85866784349088,3212.5749285409893,No
246A-B,Male,0,Yes,No,9,No,No,No,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,18.601758451067596,176.81230997840868,Yes
247A-B,Female,1,No,Yes,52,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.47425244251306,4451.991403786793,Yes
248A-B,Male,0,Yes,No,5,No,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.9511147020994,438.9205335148995,Yes
249A-B,Female,0,Yes,Yes,6,No,No,DSL,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Electronic check,66.56894819930962,393.68552257931765,Yes
250A-B,Female,0,Yes,Yes,31,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),97.27473936093841,3001.223602897885,No
251A-B,Male,1,Yes,No,45,No,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,68.78079140016497,3096.7672865086233,No
252A-B,Male,0,Yes,Yes,11,No,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),62.50280172292483,675.395006272286,Yes
253A-B,Female,0,No,No,60,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,58.10331241102251,3489.7381559720034,No
254A-B,Female,0,No,Yes,22,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.1559549382018,1314.445173307042,No
255A-B,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,No,Credit card (automatic),77.34489520506014,1220.0906484973227,No
256A-B,Female,0,No,No,62,Yes,No,No,No,Yes,No,No internet service,No,No,Two year,No,Electronic check,72.89895384495036,4529.677150807979,No
257A-B,Female,0,No,No,2,No,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),29.37946933395365,49.21162408934888,No
258A-B,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),35.59186268892391,2342.501687165557,No
259A-B,Female,0,No,Yes,23,No,No,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.88539653982564,580.879190567978,No
260A-B,Female,0,No,Yes,6,No,No,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),102.60707285566927,637.1839753631289,Yes
261A-B,Male,0,Yes,No,21,Yes,No,No,Yes,No,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),69.26236708330686,1448.1895676444913,No
262A-B,Female,0,Yes,Yes,36,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),91.08347434452155,3281.937723985893,No
263A-B,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),78.07613496912008,5385.975311123558,No
264A-B,Male,0,Yes,No,21,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),98.6412546827442,2079.130205558946,No
265A-B,Female,0,No,No,6,No,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,48.407598901907775,290.8152766692651,Yes
266A-B,Female,0,No,No,3,No,No,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,43.38657963375023,133.2610446659505,No
267A-B,Male,0,No,Yes,10,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,114.78710856140168,1142.9467282630153,Yes
268A-B,Female,1,No,No,13,No,No,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),108.79086373794283,1410.4790184391643,No
269A-B,Male,1,Yes,No,4,Yes,Yes,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,118.52473252817155,496.7315027746019,Yes
270A-B,Female,0,Yes,Yes,37,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Two year,No,Electronic check,41.91140027815773,1557.100118305395,Yes
271A-B,Female,1,Yes,Yes,61,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,67.70096148112756,4149.51241123277,Yes
272A-B,Female,0,Yes,No,12,No,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.11656012151195,789.5628869504349,No
273A-B,Female,0,Yes,No,32,No,No phone service,Fiber optic,No,No,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),101.2567711146763,3250.445646737756,No
274A-B,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,45.072486194710535,129.7764175054905,Yes
275A-B,Male,0,No,No,7,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),70.37947380584487,487.3611102133554,Yes
276A-B,Female,1,No,Yes,62,No,Yes,DSL,No,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),43.68990738848693,2691.9337368045813,No
277A-B,Male,0,Yes,No,28,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),65.59367651804862,1846.0350550376813,No
278A-B,Female,0,Yes,Yes,15,No,No phone service,No,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,38.61472077126021,575.3440520001537,No
279A-B,Female,0,No,No,5,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,92.88081431588827,475.3265199158881,Yes
280A-B,Female,1,Yes,Yes,63,Yes,No,No,No,No,No,No internet service,Yes,No,Two year,No,Electronic check,117.20381799797943,7367.9852179195605,No
281A-B,Male,0,No,No,20,No,No,No,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),30.01229419144645,590.2490985980701,No
282A-B,Male,0,No,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No,No,No internet service,Two year,No,Electronic check,88.39109704430315,3711.5486101628435,No
283A-B,Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),46.576520347081946,320.51610655697897,Yes
284A-B,Male,0,Yes,Yes,5,No,No phone service,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),82.94191573156391,397.0625774152196,Yes
285A-B,Male,0,No,Yes,14,No,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,No,Mailed check,49.432820075517256,684.6045412876581,No
286A-B,Male,0,No,No,48,Yes,No,No,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),59.07960544484202,2842.8316482658406,No
287A-B,Female,0,No,No,11,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,114.6116250727248,1263.0563067978,Yes
288A-B,Male,0,No,Yes,60,No,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,79.16753577138192,4748.247394354697,No
289A-B,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,No,Electronic check,79.20302324682032,3086.3163186724696,No
290A-B,Male,1,Yes,No,5,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.71749437597354,378.73564229181085,Yes
291A-B,Male,0,Yes,No,3,Yes,No phone service,No,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,101.87756579611396,289.4741957994009,Yes
292A-B,Male,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),52.92303279642593,209.02821199988108,No
293A-B,Female,0,Yes,Yes,8,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.65770621434288,615.699498237813,No
294A-B,Female,1,No,No,1,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.6342615366218,90.79762335515248,Yes
295A-B,Male,0,Yes,Yes,5,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.30581661334087,83.9695752783916,Yes
296A-B,Male,0,No,No,26,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,108.87612381960673,2826.1777282723147,No
297A-B,Male,1,No,Yes,5,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,98.44600226103127,496.6223195085545,Yes
298A-B,Male,1,Yes,Yes,17,Yes,No phone service,No,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.71444737819624,770.7946189329084,No
299A-B,Male,1,No,No,4,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,27.330228447359307,119.34049169846607,Yes
300A-B,Female,0,No,Yes,4,No,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.24871444030359,315.15817382424535,Yes
301A-B,Female,1,Yes,Yes,6,No,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),107.38753780143871,633.222803331747,No
302A-B,Female,0,Yes,Yes,19,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.460883838701445,421.2923513375958,No
303A-B,Female,0,Yes,Yes,3,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,96.03477067638383,280.05525020249115,Yes
304A-B,Female,0,Yes,No,29,No,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,92.93449954132174,2696.2458271465293,No
305A-B,Female,0,Yes,Yes,22,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No,One year,No,Mailed check,85.30094212301907,1864.3074700881477,No
306A-B,Female,1,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),44.1234192549215,304.7262111672707,Yes
307A-B,Female,1,Yes,No,53,No,No,DSL,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),60.74116775498958,3235.1377824154292,No
308A-B,Female,0,No,Yes,44,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Two year,Yes,Electronic check,99.71849792144589,4379.502093600039,Yes
309A-B,Female,0,No,No,42,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,No,Electronic check,20.29502296711621,856.9392818836632,No
310A-B,Male,0,Yes,No,7,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,33.15310253302451,230.4924963056978,Yes
311A-B,Male,0,No,Yes,37,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,24.952985883902016,922.9225295203989,No
312A-B,Female,0,No,No,31,No,No,No,No internet service,No,Yes,No,No,No,Two year,Yes,Electronic check,95.30932299761224,2955.7214383798155,No
313A-B,Male,0,Yes,Yes,1,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.10376546576667,82.81497438669803,Yes
314A-B,Female,0,No,Yes,7,No,No,No,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),55.19107088841312,388.6721879805529,Yes
315A-B,Male,0,Yes,Yes,2,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,One year,No,Mailed check,109.58431967038318,208.9323674035448,No
316A-B,Male,0,Yes,Yes,63,No,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),95.18914323080757,5999.738046313721,No
317A-B,Female,1,Yes,No,13,Yes,Yes,No,Yes,No internet service,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),101.13811790906067,1300.3289724194465,No
318A-B,Female,0,Yes,Yes,42,No,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.95138993310618,943.4310474635059,No
319A-B,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),90.40685149360222,5498.457030865692,No
